trabajador_id,nombre,fecha_nacimiento,pasaporte,nombre_compania,codigo_compania,vuelo_id,rol
35,Francisco Rich,21-02-1996,D89562085,OCEANAIR,COG,15.0,Paramedico
5,Miguel Oliver,27-08-1992,E21376006,UNITED,UAN,101.0,Tripulante de Cabina
53,Patricia Alvarado,01-08-1983,P27318304,KALITTA AIR,KAI,56.0,Paramedico
43,Rebecca Valenzuela,18-08-1971,G17571521,BRITISH,BTA,103.0,Paramedico
42,Deborah Martinez,03-02-1987,G18065401,ALITALIA,AZI,137.0,Tripulante de Cabina
5,Miguel Oliver,27-08-1992,E21376006,KALITTA AIR,KAI,5.0,Tripulante de Cabina
33,Samantha Mora,27-10-1990,P24467352,QANTAS,QAF,65.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,EASTERN AIRLINES,EAL,99.0,Tripulante de Cabina
46,Heather Arnold,10-01-1999,Y81323264,KALITTA AIR,KAI,45.0,Tripulante de Cabina
16,Tracey Harris,05-06-1978,C97271665,EASTERN AIRLINES,EAL,69.0,Tripulante de Cabina
51,Kristina Gilmore,13-12-1985,B29047250,LAW,LAW,22.0,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,BRITISH,BTA,86.0,Tripulante de Cabina
48,Alex Walsh,12-12-1985,W59287703,ALITALIA,AZI,48.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,LACSA,LRC,49.0,Tripulante de Cabina
52,Sara Sims,10-07-1999,F00773862,KALITTA AIR,KAI,137.0,Paramedico
58,Samuel Jimenez,07-01-1984,B79815379,UNITED,UAN,39.0,Tripulante de Cabina
5,Miguel Oliver,27-08-1992,E21376006,KALITTA AIR,KAI,141.0,Tripulante de Cabina
35,Francisco Rich,21-02-1996,D89562085,QANTAS,QAF,124.0,Paramedico
58,Samuel Jimenez,07-01-1984,B79815379,UNITED,UAN,60.0,Tripulante de Cabina
1,Melanie Cummings,01-09-1980,J00360904,LATAM DOMESTICO,LUD,45.0,Tripulante de Cabina
42,Deborah Martinez,03-02-1987,G18065401,KALITTA AIR,KAI,138.0,Tripulante de Cabina
26,Elizabeth Jordan,16-09-1974,S70038299,LAW,LAW,26.0,Tripulante de Cabina
2,Melissa Jimenez,18-12-1998,W08204144,IBERIA,IBE,9.0,Tripulante de Cabina
4,Diane Swanson,14-02-1974,F08731569,KALITTA AIR,KAI,136.0,Tripulante de Cabina
4,Diane Swanson,14-02-1974,F08731569,OCEANAIR,COG,47.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,OCEANAIR,COG,59.0,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,BRITISH,BTA,60.0,Tripulante de Cabina
16,Tracey Harris,05-06-1978,C97271665,EASTERN AIRLINES,EAL,123.0,Tripulante de Cabina
32,Darrell Henderson,14-03-1975,I87476188,LATAM CARGO,UCA,72.0,Paramedico
28,Nicholas Simmons,03-08-1994,W03439988,LATAM INTER,LAT,45.0,Tripulante de Cabina
4,Diane Swanson,14-02-1974,F08731569,LAW,LAW,32.0,Tripulante de Cabina
14,Ronnie Macias,12-02-1988,J06543685,LATAM DOMESTICO,LUD,90.0,Tripulante de Cabina
18,Michael Chavez,28-08-1976,O16330677,LATAM CARGO,UCA,107.0,Tripulante de Cabina
19,Desiree Williams,19-03-1993,Z32250364,MARTINAIR HOLLAND,MPH,120.0,Tripulante de Cabina
5,Miguel Oliver,27-08-1992,E21376006,LATAM DOMESTICO,LUD,121.0,Tripulante de Cabina
36,Justin Martin,08-07-1984,U66847209,,,,
12,Ronnie Moore,12-01-1997,L28170812,KOREAN AIR,KEA,7.0,Tripulante de Cabina
46,Heather Arnold,10-01-1999,Y81323264,KALITTA AIR,KAI,8.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,OCEANAIR,COG,98.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,LATAM ARGENTINA,LAM,81.0,Tripulante de Cabina
35,Francisco Rich,21-02-1996,D89562085,OCEANAIR,COG,124.0,Paramedico
19,Desiree Williams,19-03-1993,Z32250364,ETHOPIAN AIRLINES,ETA,87.0,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,LACSA,LRC,17.0,Tripulante de Cabina
19,Desiree Williams,19-03-1993,Z32250364,MARTINAIR HOLLAND,MPH,114.0,Tripulante de Cabina
12,Ronnie Moore,12-01-1997,L28170812,KOREAN AIR,KEA,48.0,Tripulante de Cabina
40,Brian Berry,22-12-1998,N92528667,LATAM INTER,LAT,23.0,Paramedico
56,Isaiah Riley,18-09-1986,W12727804,OCEANAIR,COG,1.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,OCEANAIR,COG,27.0,Tripulante de Cabina
40,Brian Berry,22-12-1998,N92528667,LATAM INTER,LAT,97.0,Paramedico
33,Samantha Mora,27-10-1990,P24467352,BRITISH,BTA,33.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,KALITTA AIR,KAI,24.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,KALITTA AIR,KAI,90.0,Tripulante de Cabina
51,Kristina Gilmore,13-12-1985,B29047250,NO_COMPANY,NCY,54.0,Tripulante de Cabina
4,Diane Swanson,14-02-1974,F08731569,OCEANAIR,COG,2.0,Tripulante de Cabina
4,Diane Swanson,14-02-1974,F08731569,OCEANAIR,COG,136.0,Tripulante de Cabina
19,Desiree Williams,19-03-1993,Z32250364,LATAM DOMESTICO,LUD,37.0,Tripulante de Cabina
33,Samantha Mora,27-10-1990,P24467352,QANTAS,QAF,42.0,Tripulante de Cabina
52,Sara Sims,10-07-1999,F00773862,LAW,LAW,69.0,Paramedico
53,Patricia Alvarado,01-08-1983,P27318304,KALITTA AIR,KAI,65.0,Paramedico
22,Rodney Wilson,18-10-1973,R08362516,EASTERN AIRLINES,EAL,101.0,Tripulante de Cabina
18,Michael Chavez,28-08-1976,O16330677,LATAM CARGO,UCA,72.0,Tripulante de Cabina
2,Melissa Jimenez,18-12-1998,W08204144,LATAM DOMESTICO,LUD,26.0,Tripulante de Cabina
18,Michael Chavez,28-08-1976,O16330677,BRITISH,BTA,107.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,LACSA,LRC,28.0,Tripulante de Cabina
42,Deborah Martinez,03-02-1987,G18065401,ALITALIA,AZI,49.0,Tripulante de Cabina
28,Nicholas Simmons,03-08-1994,W03439988,LATAM DOMESTICO,LUD,67.0,Tripulante de Cabina
40,Brian Berry,22-12-1998,N92528667,LATAM INTER,LAT,39.0,Paramedico
43,Rebecca Valenzuela,18-08-1971,G17571521,AEROVIAS DAP (centro/norte),ADC,94.0,Paramedico
30,Daniel Callahan,13-09-1987,X88103341,LATAM CARGO,UCA,58.0,Paramedico
2,Melissa Jimenez,18-12-1998,W08204144,IBERIA,IBE,26.0,Tripulante de Cabina
19,Desiree Williams,19-03-1993,Z32250364,AEROVIAS DAP (centro/norte),ADC,58.0,Tripulante de Cabina
2,Melissa Jimenez,18-12-1998,W08204144,IBERIA,IBE,91.0,Tripulante de Cabina
52,Sara Sims,10-07-1999,F00773862,ETHOPIAN AIRLINES,ETA,26.0,Paramedico
51,Kristina Gilmore,13-12-1985,B29047250,NO_COMPANY,NCY,97.0,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,BRITISH,BTA,87.0,Tripulante de Cabina
20,James Singleton,12-08-1977,U46471214,LACSA,LRC,60.0,Paramedico
13,Bradley Glenn,17-10-1975,U87751971,KALITTA AIR,KAI,72.0,Tripulante de Cabina
18,Michael Chavez,28-08-1976,O16330677,ETHOPIAN AIRLINES,ETA,41.0,Tripulante de Cabina
19,Desiree Williams,19-03-1993,Z32250364,ETHOPIAN AIRLINES,ETA,6.0,Tripulante de Cabina
12,Ronnie Moore,12-01-1997,L28170812,KOREAN AIR,KEA,119.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,UNITED,UAN,81.0,Tripulante de Cabina
19,Desiree Williams,19-03-1993,Z32250364,AEROVIAS DAP (centro/norte),ADC,120.0,Tripulante de Cabina
12,Ronnie Moore,12-01-1997,L28170812,LAW,LAW,20.0,Tripulante de Cabina
47,Michael Compton,07-01-1980,T63857772,OCEANAIR,COG,111.0,Paramedico
56,Isaiah Riley,18-09-1986,W12727804,LATAM ARGENTINA,LAM,38.0,Tripulante de Cabina
43,Rebecca Valenzuela,18-08-1971,G17571521,BRITISH,BTA,80.0,Paramedico
19,Desiree Williams,19-03-1993,Z32250364,ETHOPIAN AIRLINES,ETA,58.0,Tripulante de Cabina
12,Ronnie Moore,12-01-1997,L28170812,AEROVIAS DAP (centro/norte),ADC,26.0,Tripulante de Cabina
30,Daniel Callahan,13-09-1987,X88103341,LATAM CARGO,UCA,21.0,Paramedico
58,Samuel Jimenez,07-01-1984,B79815379,AEROVIAS DAP (centro/norte),ADC,44.0,Tripulante de Cabina
46,Heather Arnold,10-01-1999,Y81323264,LATAM DOMESTICO,LUD,50.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,LATAM ARGENTINA,LAM,110.0,Tripulante de Cabina
12,Ronnie Moore,12-01-1997,L28170812,LAW,LAW,61.0,Tripulante de Cabina
20,James Singleton,12-08-1977,U46471214,LATAM ARGENTINA,LAM,113.0,Paramedico
4,Diane Swanson,14-02-1974,F08731569,KALITTA AIR,KAI,111.0,Tripulante de Cabina
16,Tracey Harris,05-06-1978,C97271665,ETHOPIAN AIRLINES,ETA,120.0,Tripulante de Cabina
12,Ronnie Moore,12-01-1997,L28170812,AEROVIAS DAP (centro/norte),ADC,3.0,Tripulante de Cabina
20,James Singleton,12-08-1977,U46471214,LACSA,LRC,20.0,Paramedico
56,Isaiah Riley,18-09-1986,W12727804,OCEANAIR,COG,38.0,Tripulante de Cabina
50,Adam Herrera,04-12-1976,Y37241205,LAW,LAW,5.0,Paramedico
2,Melissa Jimenez,18-12-1998,W08204144,LATAM DOMESTICO,LUD,104.0,Tripulante de Cabina
53,Patricia Alvarado,01-08-1983,P27318304,KALITTA AIR,KAI,128.0,Paramedico
58,Samuel Jimenez,07-01-1984,B79815379,UNITED,UAN,87.0,Tripulante de Cabina
13,Bradley Glenn,17-10-1975,U87751971,LATAM CARGO,UCA,147.0,Tripulante de Cabina
45,Jill Haas,10-04-1986,U50608611,EASTERN AIRLINES,EAL,118.0,Paramedico
2,Melissa Jimenez,18-12-1998,W08204144,IBERIA,IBE,45.0,Tripulante de Cabina
35,Francisco Rich,21-02-1996,D89562085,QANTAS,QAF,36.0,Paramedico
32,Darrell Henderson,14-03-1975,I87476188,LATAM INTER,LAT,142.0,Paramedico
42,Deborah Martinez,03-02-1987,G18065401,KALITTA AIR,KAI,19.0,Tripulante de Cabina
35,Francisco Rich,21-02-1996,D89562085,OCEANAIR,COG,32.0,Paramedico
19,Desiree Williams,19-03-1993,Z32250364,AEROVIAS DAP (centro/norte),ADC,69.0,Tripulante de Cabina
39,Patricia Norris,08-12-1974,Y69764268,LAW,LAW,96.0,Tripulante de Cabina
46,Heather Arnold,10-01-1999,Y81323264,LATAM DOMESTICO,LUD,28.0,Tripulante de Cabina
16,Tracey Harris,05-06-1978,C97271665,EASTERN AIRLINES,EAL,95.0,Tripulante de Cabina
19,Desiree Williams,19-03-1993,Z32250364,ETHOPIAN AIRLINES,ETA,119.0,Tripulante de Cabina
19,Desiree Williams,19-03-1993,Z32250364,MARTINAIR HOLLAND,MPH,10.0,Tripulante de Cabina
11,David Tran,07-08-1975,B62958600,NO_COMPANY,NCY,45.0,Tripulante de Cabina
5,Miguel Oliver,27-08-1992,E21376006,KALITTA AIR,KAI,75.0,Tripulante de Cabina
5,Miguel Oliver,27-08-1992,E21376006,LATAM DOMESTICO,LUD,138.0,Tripulante de Cabina
19,Desiree Williams,19-03-1993,Z32250364,ETHOPIAN AIRLINES,ETA,120.0,Tripulante de Cabina
30,Daniel Callahan,13-09-1987,X88103341,LATAM CARGO,UCA,112.0,Paramedico
22,Rodney Wilson,18-10-1973,R08362516,LATAM ARGENTINA,LAM,28.0,Tripulante de Cabina
51,Kristina Gilmore,13-12-1985,B29047250,KALITTA AIR,KAI,52.0,Tripulante de Cabina
19,Desiree Williams,19-03-1993,Z32250364,LATAM ECUADOR,XLE,112.0,Tripulante de Cabina
13,Bradley Glenn,17-10-1975,U87751971,KALITTA AIR,KAI,144.0,Tripulante de Cabina
12,Ronnie Moore,12-01-1997,L28170812,LAW,LAW,87.0,Tripulante de Cabina
5,Miguel Oliver,27-08-1992,E21376006,ALITALIA,AZI,40.0,Tripulante de Cabina
4,Diane Swanson,14-02-1974,F08731569,KALITTA AIR,KAI,48.0,Tripulante de Cabina
19,Desiree Williams,19-03-1993,Z32250364,LATAM DOMESTICO,LUD,69.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,KALITTA AIR,KAI,47.0,Tripulante de Cabina
20,James Singleton,12-08-1977,U46471214,KOREAN AIR,KEA,3.0,Paramedico
51,Kristina Gilmore,13-12-1985,B29047250,NO_COMPANY,NCY,52.0,Tripulante de Cabina
18,Michael Chavez,28-08-1976,O16330677,BRITISH,BTA,41.0,Tripulante de Cabina
20,James Singleton,12-08-1977,U46471214,KOREAN AIR,KEA,24.0,Paramedico
39,Patricia Norris,08-12-1974,Y69764268,LAW,LAW,16.0,Tripulante de Cabina
30,Daniel Callahan,13-09-1987,X88103341,LATAM ECUADOR,XLE,6.0,Paramedico
13,Bradley Glenn,17-10-1975,U87751971,KOREAN AIR,KEA,144.0,Tripulante de Cabina
51,Kristina Gilmore,13-12-1985,B29047250,NO_COMPANY,NCY,26.0,Tripulante de Cabina
52,Sara Sims,10-07-1999,F00773862,KALITTA AIR,KAI,13.0,Paramedico
28,Nicholas Simmons,03-08-1994,W03439988,LATAM INTER,LAT,79.0,Tripulante de Cabina
2,Melissa Jimenez,18-12-1998,W08204144,LATAM DOMESTICO,LUD,121.0,Tripulante de Cabina
50,Adam Herrera,04-12-1976,Y37241205,LAW,LAW,2.0,Paramedico
14,Ronnie Macias,12-02-1988,J06543685,EASTERN AIRLINES,EAL,91.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,KALITTA AIR,KAI,130.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,OCEANAIR,COG,94.0,Tripulante de Cabina
52,Sara Sims,10-07-1999,F00773862,ETHOPIAN AIRLINES,ETA,120.0,Paramedico
48,Alex Walsh,12-12-1985,W59287703,ALITALIA,AZI,52.0,Tripulante de Cabina
40,Brian Berry,22-12-1998,N92528667,ETHOPIAN AIRLINES,ETA,83.0,Paramedico
18,Michael Chavez,28-08-1976,O16330677,ETHOPIAN AIRLINES,ETA,76.0,Tripulante de Cabina
18,Michael Chavez,28-08-1976,O16330677,BRITISH,BTA,1.0,Tripulante de Cabina
46,Heather Arnold,10-01-1999,Y81323264,UNITED,UAN,137.0,Tripulante de Cabina
19,Desiree Williams,19-03-1993,Z32250364,MARTINAIR HOLLAND,MPH,58.0,Tripulante de Cabina
12,Ronnie Moore,12-01-1997,L28170812,KOREAN AIR,KEA,61.0,Tripulante de Cabina
1,Melanie Cummings,01-09-1980,J00360904,LATAM ECUADOR,XLE,37.0,Tripulante de Cabina
27,Steven Hernandez,18-11-1997,Z48029074,ALITALIA,AZI,40.0,Paramedico
22,Rodney Wilson,18-10-1973,R08362516,OCEANAIR,COG,136.0,Tripulante de Cabina
16,Tracey Harris,05-06-1978,C97271665,EASTERN AIRLINES,EAL,10.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,BRITISH,BTA,115.0,Tripulante de Cabina
2,Melissa Jimenez,18-12-1998,W08204144,LAW,LAW,9.0,Tripulante de Cabina
40,Brian Berry,22-12-1998,N92528667,LATAM INTER,LAT,88.0,Paramedico
35,Francisco Rich,21-02-1996,D89562085,OCEANAIR,COG,93.0,Paramedico
13,Bradley Glenn,17-10-1975,U87751971,KOREAN AIR,KEA,38.0,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,AEROVIAS DAP (centro/norte),ADC,68.0,Tripulante de Cabina
19,Desiree Williams,19-03-1993,Z32250364,MARTINAIR HOLLAND,MPH,37.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,IBERIA,IBE,131.0,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,LACSA,LRC,122.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,UNITED,UAN,36.0,Tripulante de Cabina
2,Melissa Jimenez,18-12-1998,W08204144,KALITTA AIR,KAI,136.0,Tripulante de Cabina
5,Miguel Oliver,27-08-1992,E21376006,KALITTA AIR,KAI,59.0,Tripulante de Cabina
19,Desiree Williams,19-03-1993,Z32250364,AEROVIAS DAP (centro/norte),ADC,125.0,Tripulante de Cabina
18,Michael Chavez,28-08-1976,O16330677,ETHOPIAN AIRLINES,ETA,1.0,Tripulante de Cabina
42,Deborah Martinez,03-02-1987,G18065401,ALITALIA,AZI,130.0,Tripulante de Cabina
19,Desiree Williams,19-03-1993,Z32250364,LATAM ECUADOR,XLE,120.0,Tripulante de Cabina
39,Patricia Norris,08-12-1974,Y69764268,QANTAS,QAF,71.0,Tripulante de Cabina
42,Deborah Martinez,03-02-1987,G18065401,KALITTA AIR,KAI,137.0,Tripulante de Cabina
16,Tracey Harris,05-06-1978,C97271665,EASTERN AIRLINES,EAL,25.0,Tripulante de Cabina
13,Bradley Glenn,17-10-1975,U87751971,KOREAN AIR,KEA,147.0,Tripulante de Cabina
53,Patricia Alvarado,01-08-1983,P27318304,BRITISH,BTA,56.0,Paramedico
20,James Singleton,12-08-1977,U46471214,LACSA,LRC,3.0,Paramedico
22,Rodney Wilson,18-10-1973,R08362516,LATAM ARGENTINA,LAM,8.0,Tripulante de Cabina
40,Brian Berry,22-12-1998,N92528667,LAW,LAW,25.0,Paramedico
19,Desiree Williams,19-03-1993,Z32250364,AEROVIAS DAP (centro/norte),ADC,112.0,Tripulante de Cabina
20,James Singleton,12-08-1977,U46471214,LACSA,LRC,70.0,Paramedico
5,Miguel Oliver,27-08-1992,E21376006,KALITTA AIR,KAI,38.0,Tripulante de Cabina
2,Melissa Jimenez,18-12-1998,W08204144,LAW,LAW,141.0,Tripulante de Cabina
20,James Singleton,12-08-1977,U46471214,KOREAN AIR,KEA,63.0,Paramedico
18,Michael Chavez,28-08-1976,O16330677,BRITISH,BTA,72.0,Tripulante de Cabina
12,Ronnie Moore,12-01-1997,L28170812,LAW,LAW,97.0,Tripulante de Cabina
48,Alex Walsh,12-12-1985,W59287703,LAW,LAW,59.0,Tripulante de Cabina
27,Steven Hernandez,18-11-1997,Z48029074,ALITALIA,AZI,49.0,Paramedico
28,Nicholas Simmons,03-08-1994,W03439988,LATAM DOMESTICO,LUD,97.0,Tripulante de Cabina
52,Sara Sims,10-07-1999,F00773862,LAW,LAW,120.0,Paramedico
2,Melissa Jimenez,18-12-1998,W08204144,LATAM DOMESTICO,LUD,138.0,Tripulante de Cabina
19,Desiree Williams,19-03-1993,Z32250364,ETHOPIAN AIRLINES,ETA,135.0,Tripulante de Cabina
19,Desiree Williams,19-03-1993,Z32250364,LATAM ECUADOR,XLE,10.0,Tripulante de Cabina
40,Brian Berry,22-12-1998,N92528667,LAW,LAW,11.0,Paramedico
51,Kristina Gilmore,13-12-1985,B29047250,LAW,LAW,96.0,Tripulante de Cabina
43,Rebecca Valenzuela,18-08-1971,G17571521,AEROVIAS DAP (centro/norte),ADC,1.0,Paramedico
56,Isaiah Riley,18-09-1986,W12727804,UNITED,UAN,129.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,KALITTA AIR,KAI,131.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,ALITALIA,AZI,139.0,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,UNITED,UAN,44.0,Tripulante de Cabina
26,Elizabeth Jordan,16-09-1974,S70038299,LAW,LAW,52.0,Tripulante de Cabina
52,Sara Sims,10-07-1999,F00773862,LAW,LAW,13.0,Paramedico
49,Kenneth Brady,06-11-1981,O21522167,KALITTA AIR,KAI,102.0,Paramedico
2,Melissa Jimenez,18-12-1998,W08204144,BRITISH,BTA,46.0,Tripulante de Cabina
38,Gabriel Palmer,18-08-1981,O88716397,LATAM DOMESTICO,LUD,99.0,Piloto              
2,Melissa Jimenez,18-12-1998,W08204144,KALITTA AIR,KAI,26.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,ALITALIA,AZI,74.0,Tripulante de Cabina
50,Adam Herrera,04-12-1976,Y37241205,BRITISH,BTA,95.0,Paramedico
51,Kristina Gilmore,13-12-1985,B29047250,NO_COMPANY,NCY,115.0,Tripulante de Cabina
1,Melanie Cummings,01-09-1980,J00360904,LATAM DOMESTICO,LUD,21.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,UNITED,UAN,136.0,Tripulante de Cabina
14,Ronnie Macias,12-02-1988,J06543685,EASTERN AIRLINES,EAL,29.0,Tripulante de Cabina
30,Daniel Callahan,13-09-1987,X88103341,LATAM DOMESTICO,LUD,55.0,Paramedico
2,Melissa Jimenez,18-12-1998,W08204144,LATAM DOMESTICO,LUD,137.0,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,NO_COMPANY,NCY,99.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,UNITED,UAN,46.0,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,LACSA,LRC,68.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,OCEANAIR,COG,136.0,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,NO_COMPANY,NCY,86.0,Tripulante de Cabina
35,Francisco Rich,21-02-1996,D89562085,IBERIA,IBE,15.0,Paramedico
18,Michael Chavez,28-08-1976,O16330677,LATAM CARGO,UCA,103.0,Tripulante de Cabina
14,Ronnie Macias,12-02-1988,J06543685,EASTERN AIRLINES,EAL,81.0,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,NO_COMPANY,NCY,23.0,Tripulante de Cabina
4,Diane Swanson,14-02-1974,F08731569,KALITTA AIR,KAI,38.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,OCEANAIR,COG,129.0,Tripulante de Cabina
35,Francisco Rich,21-02-1996,D89562085,QANTAS,QAF,104.0,Paramedico
39,Patricia Norris,08-12-1974,Y69764268,QANTAS,QAF,96.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,UNITED,UAN,109.0,Tripulante de Cabina
2,Melissa Jimenez,18-12-1998,W08204144,KALITTA AIR,KAI,78.0,Tripulante de Cabina
30,Daniel Callahan,13-09-1987,X88103341,LATAM DOMESTICO,LUD,84.0,Paramedico
53,Patricia Alvarado,01-08-1983,P27318304,BRITISH,BTA,38.0,Paramedico
5,Miguel Oliver,27-08-1992,E21376006,LATAM DOMESTICO,LUD,19.0,Tripulante de Cabina
47,Michael Compton,07-01-1980,T63857772,LATAM ARGENTINA,LAM,47.0,Paramedico
19,Desiree Williams,19-03-1993,Z32250364,AEROVIAS DAP (centro/norte),ADC,135.0,Tripulante de Cabina
49,Kenneth Brady,06-11-1981,O21522167,UNITED,UAN,45.0,Paramedico
27,Steven Hernandez,18-11-1997,Z48029074,ALITALIA,AZI,101.0,Paramedico
2,Melissa Jimenez,18-12-1998,W08204144,LATAM DOMESTICO,LUD,81.0,Tripulante de Cabina
52,Sara Sims,10-07-1999,F00773862,ETHOPIAN AIRLINES,ETA,10.0,Paramedico
2,Melissa Jimenez,18-12-1998,W08204144,IBERIA,IBE,81.0,Tripulante de Cabina
11,David Tran,07-08-1975,B62958600,LATAM DOMESTICO,LUD,22.0,Tripulante de Cabina
20,James Singleton,12-08-1977,U46471214,KOREAN AIR,KEA,110.0,Paramedico
52,Sara Sims,10-07-1999,F00773862,ETHOPIAN AIRLINES,ETA,51.0,Paramedico
35,Francisco Rich,21-02-1996,D89562085,OCEANAIR,COG,73.0,Paramedico
12,Ronnie Moore,12-01-1997,L28170812,KOREAN AIR,KEA,3.0,Tripulante de Cabina
12,Ronnie Moore,12-01-1997,L28170812,LAW,LAW,96.0,Tripulante de Cabina
46,Heather Arnold,10-01-1999,Y81323264,LATAM DOMESTICO,LUD,137.0,Tripulante de Cabina
40,Brian Berry,22-12-1998,N92528667,LAW,LAW,97.0,Paramedico
56,Isaiah Riley,18-09-1986,W12727804,OCEANAIR,COG,124.0,Tripulante de Cabina
40,Brian Berry,22-12-1998,N92528667,LAW,LAW,83.0,Paramedico
14,Ronnie Macias,12-02-1988,J06543685,BRITISH,BTA,117.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,KALITTA AIR,KAI,89.0,Tripulante de Cabina
4,Diane Swanson,14-02-1974,F08731569,OCEANAIR,COG,115.0,Tripulante de Cabina
32,Darrell Henderson,14-03-1975,I87476188,LATAM INTER,LAT,146.0,Paramedico
14,Ronnie Macias,12-02-1988,J06543685,LATAM DOMESTICO,LUD,103.0,Tripulante de Cabina
45,Jill Haas,10-04-1986,U50608611,EASTERN AIRLINES,EAL,92.0,Paramedico
2,Melissa Jimenez,18-12-1998,W08204144,KALITTA AIR,KAI,46.0,Tripulante de Cabina
2,Melissa Jimenez,18-12-1998,W08204144,IBERIA,IBE,137.0,Tripulante de Cabina
2,Melissa Jimenez,18-12-1998,W08204144,BRITISH,BTA,81.0,Tripulante de Cabina
26,Elizabeth Jordan,16-09-1974,S70038299,MARTINAIR HOLLAND,MPH,82.0,Tripulante de Cabina
51,Kristina Gilmore,13-12-1985,B29047250,LAW,LAW,52.0,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,UNITED,UAN,33.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,LATAM ARGENTINA,LAM,1.0,Tripulante de Cabina
42,Deborah Martinez,03-02-1987,G18065401,LACSA,LRC,51.0,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,LATAM ARGENTINA,LAM,0.0,Tripulante de Cabina
11,David Tran,07-08-1975,B62958600,NO_COMPANY,NCY,122.0,Tripulante de Cabina
49,Kenneth Brady,06-11-1981,O21522167,LATAM DOMESTICO,LUD,8.0,Paramedico
56,Isaiah Riley,18-09-1986,W12727804,IBERIA,IBE,136.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,BRITISH,BTA,129.0,Tripulante de Cabina
20,James Singleton,12-08-1977,U46471214,LACSA,LRC,66.0,Paramedico
22,Rodney Wilson,18-10-1973,R08362516,UNITED,UAN,0.0,Tripulante de Cabina
5,Miguel Oliver,27-08-1992,E21376006,KALITTA AIR,KAI,108.0,Tripulante de Cabina
12,Ronnie Moore,12-01-1997,L28170812,KOREAN AIR,KEA,26.0,Tripulante de Cabina
35,Francisco Rich,21-02-1996,D89562085,IBERIA,IBE,106.0,Paramedico
52,Sara Sims,10-07-1999,F00773862,LAW,LAW,137.0,Paramedico
40,Brian Berry,22-12-1998,N92528667,ETHOPIAN AIRLINES,ETA,35.0,Paramedico
46,Heather Arnold,10-01-1999,Y81323264,LATAM DOMESTICO,LUD,133.0,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,UNITED,UAN,70.0,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,KALITTA AIR,KAI,98.0,Tripulante de Cabina
12,Ronnie Moore,12-01-1997,L28170812,AEROVIAS DAP (centro/norte),ADC,96.0,Tripulante de Cabina
12,Ronnie Moore,12-01-1997,L28170812,KOREAN AIR,KEA,96.0,Tripulante de Cabina
